업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
휴게음식점,씨유 은평연신내점,"서울특별시 은평구 연서로25길 20-11 (갈현동, 지상1층)",서울특별시 은평구 갈현동 484-1 지상1층,5,070 -8256-4287,일반조리판매
휴게음식점,씨유 은평어울림점,"서울특별시 은평구 진관3로 15-45 (진관동, 은평뉴타운구파발 1011동 지상1층 상가105호)",서울특별시 은평구 진관동 27 은평뉴타운구파발 1011동 지상1층 상가105호,49,02  -388 -8153,일반조리판매
휴게음식점,코와핀,,서울특별시 은평구 불광동 281 3호선 불광역사내,46,,커피숍
휴게음식점,김말자,,서울특별시 은평구 갈현동 439 3호선 연신내역사내,24,,커피숍
휴게음식점,휴카페,"서울특별시 은평구 갈현로12길 5 (역촌동, 1층)",서울특별시 은평구 역촌동 50-46 1층,109.37,02  -358 -0551,커피숍
휴게음식점,킹왕짱푸드,"서울특별시 은평구 증산서길 114, 1층 (증산동)",서울특별시 은평구 증산동 166-7 1층,17.35,,일반조리판매
휴게음식점,뽀쪼,"서울특별시 은평구 불광로 20 (대조동, NC백화점 8층 B15,16,21,22)","서울특별시 은평구 대조동 240 NC백화점 8층 B15,16,21,22",39.49,,패스트푸드
휴게음식점,이디야,"서울특별시 은평구 진흥로 156 (녹번동, 1층)",서울특별시 은평구 녹번동 131-158 1층,38.82,,커피숍
휴게음식점,요거프레소 은평뉴타운 1호점,"서울특별시 은평구 진관2로 77 (진관동, 은평뉴타운우물골 207동 B117호)",서울특별시 은평구 진관동 83 은평뉴타운우물골 207동 B117호,18.18,,커피숍
휴게음식점,두근두근쿠키야(도키도키쿠키야),"서울특별시 은평구 통일로78길 26 (불광동, 2층)",서울특별시 은평구 불광동 329 2층,30,,커피숍
휴게음식점,울트라 도넛,"서울특별시 은평구 연서로41길 6, 1층 (불광동)",서울특별시 은평구 불광동 90-63 1층,21.76,,일반조리판매
휴게음식점,이디야 에스프레소,"서울특별시 은평구 불광로 28, 1층 32호 (대조동)",서울특별시 은평구 대조동 14-20 1층 32호,42.15,,커피숍
휴게음식점,카페라또,"서울특별시 은평구 통일로 742 (불광동, 한화생명빌딩 지하1층)",서울특별시 은평구 불광동 272-51 한화생명빌딩 지하1층,109.1,,커피숍
휴게음식점,봄날,서울특별시 은평구 은평터널로 145 (신사동),서울특별시 은평구 신사동 191-3 104,5.76,,커피숍
휴게음식점,커피올,"서울특별시 은평구 은평로 235, 1층동 (녹번동)",서울특별시 은평구 녹번동 266 1층,35.26,,커피숍
휴게음식점,은혜카페,"서울특별시 은평구 갈현로 155, 2층 (구산동)",서울특별시 은평구 구산동 14-1 2층,26,,커피숍
휴게음식점,미니스톱 연신내동명점,"서울특별시 은평구 연서로28길 20-1 (대조동, 1층)",서울특별시 은평구 대조동 196-8 1층,5.4,,기타 휴게음식점
휴게음식점,플러스맘,"서울특별시 은평구 갈현로 15 (신사동, 1층)",서울특별시 은평구 신사동 16-22 1층,28.26,,일반조리판매
휴게음식점,씨유 증산역점,"서울특별시 은평구 증산로9길 12 (증산동, 1층)",서울특별시 은평구 증산동 166-15 1층,44.55,,일반조리판매
휴게음식점,더카페불광점,"서울특별시 은평구 불광로 20 (대조동, NC백화점 지하1층A-023호)",서울특별시 은평구 대조동 240 NC백화점 지하1층A-023호,13.3,,커피숍
휴게음식점,CU 구산제일점,"서울특별시 은평구 갈현로 109 (구산동, 1층)",서울특별시 은평구 구산동 26-24 1층,33,02  -359 -3856,일반조리판매
휴게음식점,아이비스PC,"서울특별시 은평구 통일로 915 (갈현동, 2층)",서울특별시 은평구 갈현동 391-46 2층,5.8,,커피숍
휴게음식점,뽀말,"서울특별시 은평구 진관3로 77 (진관동, 은평뉴타운 구파발919동 상가109호)",서울특별시 은평구 진관동 25 은평뉴타운 구파발919동 상가109호,30.5,,일반조리판매
휴게음식점,59쌀피자,"서울특별시 은평구 은평로10길 6 (응암동, 1층)",서울특별시 은평구 응암동 103-30 1층,34.99,,일반조리판매
휴게음식점,하이 파이브 PC방,"서울특별시 은평구 불광로 121 (불광동, 지하1층)",서울특별시 은평구 불광동 239-9 지하1층,6.6,,일반조리판매
휴게음식점,다우볼링센타,"서울특별시 은평구 증산로 253 (증산동, 다우볼링센타 지하1층)",서울특별시 은평구 증산동 177-6 다우볼링센타 지하1층,45,02  -308 -5874,일반조리판매
휴게음식점,알파 PC방,"서울특별시 은평구 통일로 850 (불광동, 2층 203호)",서울특별시 은평구 불광동 310-11 2층 203호,8.5,,기타 휴게음식점
휴게음식점,커피프럼(coffee from),"서울특별시 은평구 갈현로15길 8, 1층 우측호 (구산동)",서울특별시 은평구 구산동 27-41 1층 우측호,33,,커피숍
휴게음식점,CU 은평갈현로점,"서울특별시 은평구 갈현로 193 (갈현동, 1층)",서울특별시 은평구 갈현동 507-1 1층,3,02  -3157-8820,일반조리판매
휴게음식점,펀컴퍼니,"서울특별시 은평구 통일로89길 6-21 (갈현동, 1층)",서울특별시 은평구 갈현동 417-3 1층,10,,커피숍
휴게음식점,동희분식,"서울특별시 은평구 응암로4길 23 (응암동, 1층)",서울특별시 은평구 응암동 603-12 1층,30,,기타 휴게음식점
휴게음식점,이디야 구파발역점,"서울특별시 은평구 진관2로 29-21, 드림스퀘어 1층 115호,116호 (진관동)","서울특별시 은평구 진관동 72 드림스퀘어 1층 115호,116호",92.07,,커피숍
휴게음식점,탐앤탐스 커피,"서울특별시 은평구 수색로 195 (증산동, 1,2층)","서울특별시 은평구 증산동 223-13 1,2층",287.48,,커피숍
휴게음식점,씨유 응암역촌점,"서울특별시 은평구 진흥로 13 (역촌동, 1층)",서울특별시 은평구 역촌동 44-9 1층,6,,일반조리판매
휴게음식점,빨간 오뎅,"서울특별시 은평구 통일로 727 (대조동, 1층)",서울특별시 은평구 대조동 14-2 1층,19.15,,일반조리판매
휴게음식점,인터라켄,"서울특별시 은평구 진관2로 29-21 (진관동, 지하102호)",서울특별시 은평구 진관동 72 지하102호,4.7,,일반조리판매
휴게음식점,(주)디자인 포비 지브릭커피,"서울특별시 은평구 연서로48길 12 (진관동, 513동 상가101호)",서울특별시 은평구 진관동 154 513동 상가101호,80,02  -517 -1474,커피숍
휴게음식점,씨유 은평구청점,"서울특별시 은평구 은평로21길 53 (녹번동, 1층)",서울특별시 은평구 녹번동 83-1 1층,11,,일반조리판매
휴게음식점,하늘숲커피,"서울특별시 은평구 연서로9길 20 (구산동, 1층)",서울특별시 은평구 구산동 23-10 1층,28.7,,커피숍
휴게음식점,롯데리아 녹번점,"서울특별시 은평구 은평로 206 (응암동, 1층)",서울특별시 은평구 응암동 74-3 1층,155.1,,일반조리판매
휴게음식점,이디야 커피(연신내 중앙점),"서울특별시 은평구 통일로 825 (대조동, 1층)",서울특별시 은평구 대조동 186-39 1층,56.1,02  -353 -8408,커피숍
휴게음식점,씨유 역촌대로점,"서울특별시 은평구 연서로 54 (역촌동, 1층)",서울특별시 은평구 역촌동 35-60 1층,9.9,,일반조리판매
휴게음식점,한나식빵,"서울특별시 은평구 가좌로7길 9 (응암동, 1층좌측)",서울특별시 은평구 응암동 746-2 1층좌측,20,,커피숍
휴게음식점,하 사 람,"서울특별시 은평구 갈현로 192 (갈현동, 2층)",서울특별시 은평구 갈현동 497-1 2층,258.06,02  -388 -5101,커피숍
휴게음식점,커피데이,"서울특별시 은평구 응암로 291 (응암동, 드림캐시아 1층101호)",서울특별시 은평구 응암동 116-26 드림캐시아 1층101호,29.7,,커피숍
휴게음식점,씨유 구산 중앙점,"서울특별시 은평구 서오릉로13길 5 (구산동, 1층)",서울특별시 은평구 구산동 220-1 1층,16.5,,일반조리판매
휴게음식점,CU 드림스퀘어,"서울특별시 은평구 진관2로 29-21 (진관동, 드림스퀘어1층111호)",서울특별시 은평구 진관동 72 드림스퀘어1층111호,3.3,,일반조리판매
휴게음식점,G카페PC,"서울특별시 은평구 통일로 855-20 (갈현동, 6층)",서울특별시 은평구 갈현동 396-9 6층,22.2,,일반조리판매
휴게음식점,디딤돌 2018,"서울특별시 은평구 통일로87길 14 (갈현동, 1층)",서울특별시 은평구 갈현동 411-22 1층,39.7,,커피숍
휴게음식점,GS25  대조온누리점,서울특별시 은평구 연서로20길 28 (대조동),서울특별시 은평구 대조동 214-1 1층,9.9,,편의점
휴게음식점,의료법인 청구성심병원점,"서울특별시 은평구 통일로 873 (갈현동, 1층)",서울특별시 은평구 갈현동 395-1 1층,5.79,02  -350 -3300,커피숍
휴게음식점,GS25  불광송원점,"서울특별시 은평구 통일로92길 4 (불광동, 1층)",서울특별시 은평구 불광동 494-4 1층,6.6,,편의점
휴게음식점,이디야 응암오거리점,"서울특별시 은평구 응암로 211 (응암동, 1층)",서울특별시 은평구 응암동 577-78 1층,114,,커피숍
휴게음식점,정류소앞카페,서울특별시 은평구 은평터널로 194 (신사동),서울특별시 은평구 신사동 40-23 1층,25,,커피숍
휴게음식점,365 PLUS 은평응암,"서울특별시 은평구 은평로 170 (응암동, 106호)",서울특별시 은평구 응암동 96-1 106,3.3,,일반조리판매
휴게음식점,대동슈퍼,"서울특별시 은평구 갈현로15길 40 (구산동, 1층)",서울특별시 은평구 구산동 179-2 1층,3.3,,일반조리판매
휴게음식점,커피와 고양이,"서울특별시 은평구 가좌로12길 18 (신사동, 1층)",서울특별시 은평구 신사동 19-69 1층,38.7,,커피숍
휴게음식점,유니스 버거,"서울특별시 은평구 연서로13길 9 (구산동, 1층)",서울특별시 은평구 구산동 20-42 1층,24,02  -382 -6863,일반조리판매
휴게음식점,카페 파쳄,"서울특별시 은평구 통일로78길 11-9 (불광동, 1층)",서울특별시 은평구 불광동 305-25 1층,20.35,,커피숍
휴게음식점,마블빈 커피,"서울특별시 은평구 진흥로1길 32-3 (역촌동, 1층)",서울특별시 은평구 역촌동 30-9 1층,19.94,,커피숍
휴게음식점,뉴욕버거 이마트수색점,"서울특별시 은평구 수색로 217 (수색동, 4층)",서울특별시 은평구 수색동 75 4층,24.31,02  -3414-3331,패스트푸드
휴게음식점,커피 누리,"서울특별시 은평구 연서로 487 (진관동, 제각말 528동 상가103호)",서울특별시 은평구 진관동 94 제각말 528동 상가103호,74.73,02  -395 -4477,커피숍
휴게음식점,씨유 은평예일점,서울특별시 은평구 서오릉로13길 30 (구산동),서울특별시 은평구 구산동 10-34,3,,일반조리판매
휴게음식점,이삭토스트 불광점,"서울특별시 은평구 통일로 796 (불광동, 북한산힐스테이트7차 단지내상가126)",서울특별시 은평구 불광동 643 북한산힐스테이트7차 단지내상가126,29.22,,일반조리판매
휴게음식점,이디야 응암중앙점,"서울특별시 은평구 응암로 183 (응암동, 외 1필지)",서울특별시 은평구 응암동 599-24 외 1필지,63,,커피숍
휴게음식점,리브스 커피(Leaves Coffee),"서울특별시 은평구 갈현로 241-1 (갈현동, 수하우징 지1층2호)",서울특별시 은평구 갈현동 503-16 수하우징 지1층2호,35.88,,커피숍
휴게음식점,BONGJA(봉자),"서울특별시 은평구 통일로 739 (대조동, 지하1층8호)",서울특별시 은평구 대조동 6-9 지하1층8호,40,,커피숍
휴게음식점,(주) 휴먼앤 모터스 (커피위드),"서울특별시 은평구 연서로3길 36-1 (역촌동, 1층)",서울특별시 은평구 역촌동 68-55 1층,19.8,,커피숍
휴게음식점,씨유 불광으뜸점,"서울특별시 은평구 불광로 176 (불광동, 1층)",서울특별시 은평구 불광동 189-9 1층,6.6,,기타 휴게음식점
휴게음식점,cafe bianco  카페 비앙코,"서울특별시 은평구 연서로3길 26 (역촌동, 1층우측)",서울특별시 은평구 역촌동 68-50 1층우측,23.1,,커피숍
휴게음식점,커피향기,"서울특별시 은평구 갈현로41길 22 (갈현동, 1층)",서울특별시 은평구 갈현동 296-5 1층,30,,커피숍
휴게음식점,종로 손만두 찐빵,"서울특별시 은평구 서오릉로 14 (녹번동, 1층우측)",서울특별시 은평구 녹번동 82-25 1층 우측,18,,일반조리판매
휴게음식점,이마트24 은평선일점,"서울특별시 은평구 갈현로29길 30 (갈현동, 1층)",서울특별시 은평구 갈현동 258-9 1층,9.9,,편의점
휴게음식점,김만우,"서울특별시 은평구 연서로3길 4, 1층 (역촌동)",서울특별시 은평구 역촌동 63-32 1층,39,,기타 휴게음식점
휴게음식점,씨유 불광대조점,"서울특별시 은평구 통일로69길 7 (대조동, 1층)",서울특별시 은평구 대조동 3-6 1층,55,,편의점
휴게음식점,케카롱,"서울특별시 은평구 증산로15가길 16, 1층 (신사동)",서울특별시 은평구 신사동 338-70,15,,기타 휴게음식점
휴게음식점,카페 21g,"서울특별시 은평구 연서로44길 7 (진관동, 은평뉴타운 폭포동 412동 상가106호)",서울특별시 은평구 진관동 140 은평뉴타운 폭포동 412동 상가106호,60.61,,커피숍
휴게음식점,이디야 커피(독바위역점),"서울특별시 은평구 불광로 128 (불광동, 1층)",서울특별시 은평구 불광동 13-22 1층,50.22,02  -6339-2238,커피숍
휴게음식점,Coffee &amp;(커피앤),서울특별시 은평구 통일로 796 (불광동),서울특별시 은평구 불광동 643 북한산 힐스테이트7차 상가동 111호,28.67,,커피숍
휴게음식점,커피N빙수,"서울특별시 은평구 진흥로1길 15, 1층 102호 (역촌동)",서울특별시 은평구 역촌동 38-7 1층 102호,47.52,,커피숍
휴게음식점,꿈을 담은 커피콩,"서울특별시 은평구 연서로50길 8 (진관동, 지하1층)",서울특별시 은평구 진관동 135-5 지하1층,13.8,,커피숍
휴게음식점,밀 14길,"서울특별시 은평구 응암로14길 14 (응암동, 1층)",서울특별시 은평구 응암동 334-32 1층,52,,기타 휴게음식점
